image_file,Latitude,Longitude
images/img_00000.jpg,39.9516483,-75.19224499972222
images/img_00001.jpg,39.951455,-75.1919433
images/img_00002.jpg,39.95145413888889,-75.19194030555556
images/img_00003.jpg,39.951455,-75.1919433
images/img_00004.jpg,39.951455,-75.1919433
images/img_00005.jpg,39.951895,-75.19252
images/img_00006.jpg,39.95141999972223,-75.1924733
images/img_00007.jpg,39.9508833,-75.19256989972223
images/img_00008.jpg,39.9504066,-75.192295
images/img_00009.jpg,39.950405,-75.1922916
images/img_00010.jpg,39.95043499972223,-75.19225
images/img_00011.jpg,39.95043499972223,-75.19225
images/img_00012.jpg,39.95048522222223,-75.19205472222222
images/img_00013.jpg,39.9514866,-75.1920283
images/img_00014.jpg,39.9517583,-75.19236499972223
images/img_00015.jpg,39.9517583,-75.19236499972223
images/img_00016.jpg,39.9520616,-75.19231829972223
images/img_00017.jpg,39.95206069444445,-75.19232177777778
images/img_00018.jpg,39.95224377777778,-75.19211577777779
images/img_00019.jpg,39.95224377777778,-75.1921081388889
images/img_00020.jpg,39.95219,-75.19200499972223
images/img_00021.jpg,39.951550000000005,-75.19158888888889
images/img_00022.jpg,39.95151944444445,-75.19154444444445
images/img_00023.jpg,39.95159166666667,-75.19145277777778
images/img_00024.jpg,39.95158055555556,-75.19132222222223
images/img_00025.jpg,39.95164722222223,-75.19110277777779
images/img_00026.jpg,39.951550000000005,-75.19101666666667
images/img_00027.jpg,39.95151111111112,-75.19092500000001
images/img_00028.jpg,39.95146111111112,-75.19068055555556
images/img_00029.jpg,39.95146944444445,-75.19051388888889
images/img_00030.jpg,39.95164722222223,-75.19035277777778
images/img_00031.jpg,39.95163611111112,-75.19037777777778
images/img_00032.jpg,39.951908333333336,-75.19034444444445
images/img_00033.jpg,39.95200555555556,-75.19029166666667
images/img_00034.jpg,39.95200555555556,-75.19026944444445
images/img_00035.jpg,39.95211944444445,-75.19024722222223
images/img_00036.jpg,39.95228611111112,-75.19018611111112
images/img_00037.jpg,39.95250277777778,-75.19011111111112
images/img_00038.jpg,39.95250555555556,-75.19011111111112
images/img_00039.jpg,39.95248333333333,-75.19011111111112
images/img_00040.jpg,39.95247222222223,-75.19011666666667
images/img_00041.jpg,39.95249166666667,-75.19016944444445
images/img_00042.jpg,39.952533333333335,-75.1905888888889
images/img_00043.jpg,39.952622222222224,-75.19114722222223
images/img_00044.jpg,39.95223888888889,-75.19128611111111
images/img_00045.jpg,39.95226388888889,-75.19132222222223
images/img_00046.jpg,39.95230555555556,-75.19140555555556
images/img_00047.jpg,39.95144722222223,-75.19174166666667
images/img_00048.jpg,39.95145,-75.19172777777779
images/img_00049.jpg,39.95141666666667,-75.19174166666667
images/img_00050.jpg,39.95138888888889,-75.19173333333333
images/img_00051.jpg,39.951369444444445,-75.19174166666667
images/img_00052.jpg,39.951325,-75.19176388888889
images/img_00053.jpg,39.95130833333334,-75.19177222222223
images/img_00054.jpg,39.95128888888889,-75.19174166666667
images/img_00055.jpg,39.951191666666666,-75.19165833333334
images/img_00056.jpg,39.95106111111112,-75.19148333333334
images/img_00057.jpg,39.95104166666667,-75.19145833333334
images/img_00058.jpg,39.95102222222223,-75.19143611111112
images/img_00059.jpg,39.95102777777778,-75.19142777777778
images/img_00060.jpg,39.95103888888889,-75.19142222222223
images/img_00061.jpg,39.95105,-75.1913388888889
images/img_00062.jpg,39.95104722222222,-75.1913388888889
images/img_00063.jpg,39.95100277777778,-75.19123888888889
images/img_00064.jpg,39.95100277777778,-75.19123888888889
images/img_00065.jpg,39.95106944444445,-75.19101666666667
images/img_00066.jpg,39.95124444444445,-75.19081944444444
images/img_00067.jpg,39.95128888888889,-75.19081944444444
images/img_00068.jpg,39.95128611111112,-75.19081944444444
images/img_00069.jpg,39.95233055555556,-75.19217777777779
images/img_00070.jpg,39.95233055555556,-75.19215277777778
images/img_00071.jpg,39.952397222222224,-75.19215277777778
images/img_00072.jpg,39.95247777777778,-75.19216111111112
images/img_00073.jpg,39.952525,-75.19211666666666
images/img_00074.jpg,39.95256388888889,-75.19207777777778
images/img_00075.jpg,39.95260277777778,-75.19201666666667
images/img_00076.jpg,39.95261388888889,-75.19190277777778
images/img_00077.jpg,39.952625000000005,-75.19188055555556
images/img_00078.jpg,39.95262777777778,-75.19185
images/img_00079.jpg,39.952622222222224,-75.1917888888889
images/img_00080.jpg,39.95264722222223,-75.19173333333333
images/img_00081.jpg,39.952625000000005,-75.19169722222223
images/img_00082.jpg,39.952625000000005,-75.19169722222223
images/img_00083.jpg,39.952625000000005,-75.19170277777778
images/img_00084.jpg,39.95262777777778,-75.19162777777778
images/img_00085.jpg,39.95261666666667,-75.19158055555556
images/img_00086.jpg,39.95261111111111,-75.19151944444445
images/img_00087.jpg,39.952525,-75.19116944444445
images/img_00088.jpg,39.95252222222223,-75.19116944444445
images/img_00089.jpg,39.95241666666667,-75.19120833333334
images/img_00090.jpg,39.95229722222223,-75.19125277777778
images/img_00091.jpg,39.95229444444445,-75.19125277777778
images/img_00092.jpg,39.95228611111112,-75.19126111111112
images/img_00093.jpg,39.95224722222223,-75.1913
images/img_00094.jpg,39.95227777777778,-75.1913138888889
images/img_00095.jpg,39.95228611111112,-75.19152777777778
images/img_00096.jpg,39.9523,-75.19155
images/img_00097.jpg,39.952308333333335,-75.191575
images/img_00098.jpg,39.952325,-75.19158055555556
images/img_00099.jpg,39.95231944444445,-75.191575
